title,author,journal,volume,number,pages,year,cite_id,cites
"Biophysical study of the non-steroidal anti-inflammatory drugs (NSAID) ibuprofen, naproxen and diclofenac with phosphatidylserine bilayer membranes","M Manrique-Moreno, L Heinbockel, M Suwalsky, P Garidel, ...",Biochimica et Biophysica Acta (BBA)-Biomembranes,1858,(9),2123-2131,2016,13678376580221965341,37
Influence of Surface Treatment on Magnetic Properties of Fe3O4 Nanoparticles Synthesized by Electrochemical Method,"T Marín, P Montoya, O Arnache, J Calderón",The Journal of Physical Chemistry B,120,(27),6634-6645,2016,13940830075924765551,37
PEGylation of PLA nanoparticles to improve mucus-penetration and colloidal stability for oral delivery systems,"J Palacio, NA Agudelo, BL Lopez",Current opinion in chemical engineering,11,,14-19,2016,7481265712924898201,37
A divide-and-link algorithm for hierarchical clustering in networks,"D Gómez, E Zarrazola, J Yanez, J Montero",Information Sciences,316,,308-328,2015,8793312699962304880,37
The orbit of the Chelyabinsk event impactor as reconstructed from amateur and public footage,"JI Zuluaga, I Ferrin, S Geens",arXiv preprint arXiv:1303.1796,,,,2013,13918860445701713768,37
"Probing a simplified  model of  anomalies using  tags,  leptons, and missing energy","M Abdullah, J Calle, B Dutta, A Flórez, D Restrepo",Physical Review D,98,(5),055016,2018,9207691116162736406,36
Optimized random phase only holograms,"AV Zea, JFB Ramirez, R Torroba",Optics letters,43,(4),731-734,2018,15232474268709305177,36
"Removal of antibiotic cloxacillin by means of electrochemical oxidation, TiO2 photocatalysis, and photo-Fenton processes: analysis of degradation pathways and …","EA Serna-Galvis, AL Giraldo-Aguirre, J Silva-Agredo, OA Flórez-Acosta, ...",Environmental Science and Pollution Research,24,(7),6339-6352,2017,6655641396304640030,36
Humic substances enhance chlorothalonil phototransformation via photoreduction and energy transfer,"J Porras, JJ Fernández, RA Torres-Palma, C Richard",Environmental science & technology,48,(4),2218-2225,2014,14122647632605655775,36
Extremal values of vertex-degree topological indices over hexagonal systems,"R Cruz, H Giraldo, J Rada",MATCH Commun. Math. Comput. Chem,70,(2),501-512,2013,11173633462895218468,36
Simulating rewetting events in intermittent rivers and ephemeral streams: A global analysis of leached nutrients and organic matter,"O Shumilova, D Zak, T Datry, D von Schiller, R Corti, A Foulquier, ...",Global change biology,25,(5),1591-1611,2019,8164109467399022544,35
"Evaluation of water matrix effects, experimental parameters, and the degradation pathway during the TiO2 photocatalytical treatment of the antibiotic dicloxacillin","P Villegas-Guzman, J Silva-Agredo, D González-Gómez, ...",Journal of Environmental Science and Health,,,,2015,5430953517327310860,35
The effects of the electric and magnetic fields on the nonlinear optical properties in the step-like asymmetric quantum well,"E Kasapoglu, F Ungan, CA Duque, U Yesilgul, ME Mora-Ramos, H Sari, ...",Physica E: Low-dimensional Systems and Nanostructures,61,,107-110,2014,14825222645982027569,35
"Microsolvation of Mg 2+, Ca 2+: strong influence of formal charges in hydrogen bond networks","JD Gonzalez, E Florez, J Romero, A Reyes, A Restrepo",Journal of molecular modeling,19,(4),1763-1777,2013,2855264512137325269,35
"Caracterización de biosólidos generados en la planta de tratamiento de agua residual San Fernando, Itagüí (Antioquia, Colombia)","K Bedoya-Urrego, JM Acevedo-Ruíz, CA Peláez-Jaramillo, ...",Revista de Salud Pública,15,,778-790,2013,12357603506544568566,35
Characterization and study of the antibacterial mechanisms of silver nanoparticles prepared with microalgal exopolysaccharides,"SMN Gallón, E Alpaslan, M Wang, P Larese-Casanova, ME Londoño, ...",Materials Science and Engineering: C,99,,685-695,2019,16967953750371335458,34
Investigación cualitativa,"C Trujillo, M Naranjo, K Lomas, M Merlo",Epistemología,,,,2019,9036496479118921767,34
The first phylogenetic study of Mesembrinellidae (Diptera: Oestroidea) based on molecular data: clades and congruence with morphological characters,"MAT Marinho, M Wolff, Y Ramos‐Pastrana, AML de Azeredo‐Espin, ...",Cladistics,33,(2),134-152,2017,7721890430914861162,34
In vivo Antimalarial Activity of α‐Mangostin and the New Xanthone δ‐Mangostin,"Y Upegui, SM Robledo, JF Gil Romero, W Quiñones, R Archbold, F Torres, ...",Phytotherapy Research,29,(8),1195-1201,2015,4258022960117950253,34
Quantum nonlinear optics with polar J-aggregates in microcavities,"F Herrera, B Peropadre, LA Pachon, SK Saikin, A Aspuru-Guzik",The journal of physical chemistry letters,5,(21),3708-3715,2014,9312697873598533666,34
Chemical and morphological characterization of multi-walled-carbon nanotubes synthesized by carbon deposition from an ethanol–glycerol blend,"M Velasquez, C Batiot-Dupeyrat, J Gallego, A Santamaria",Diamond and related materials,50,,38-48,2014,11898042221550982130,34
"Genetic, cytogenetic and morphological trends in the evolution of the Rhodnius (Triatominae: Rhodniini) trans-Andean group","S Diaz, F Panzera, N Jaramillo-O, R Perez, R Fernandez, G Vallejo, ...",PLoS One,9,(2),e87493,2014,7027589365321204240,34
Simultaneous effects of hydrostatic pressure and temperature on the nonlinear optical properties in a parabolic quantum well under the intense laser field,"F Ungan, U Yesilgul, S Sakiroglu, ME Mora-Ramos, CA Duque, ...",Optics Communications,309,,158-162,2013,5568744832728366585,34
"Structures, energies, and bonding in the water heptamer","N Acelas, G Hincapié, D Guerra, J David, A Restrepo",The Journal of chemical physics,139,(4),044310,2013,7504405616732980143,34
Magneto-optical transport properties of monolayer transition metal dichalcogenides,"ND Hien, CV Nguyen, NN Hieu, SS Kubakaddi, CA Duque, ...",Physical Review B,101,(4),045424,2020,6644591490593251959,33
Idiosyncratic responses to climate‐driven forest fragmentation and marine incursions in reed frogs from Central Africa and the Gulf of Guinea Islands,"RC Bell, JL Parra, G Badjedjea, MF Barej, DC Blackburn, M Burger, ...",Molecular Ecology,26,(19),5223-5244,2017,18185040531447630888,33
Biodiversidad 2016. Estado y tendencias de la biodiversidad continental de Colombia,"M Abud, C Agudelo, JR Aguilar-Cano, M Aguilar-Garavito, J Aguirre, ...",Citación de obra completa sugerida: Moreno,,,,2017,8532258999662718125,33
Application of the micronucleus test and comet assay in Trachemys callirostris erythrocytes as a model for in situ genotoxic monitoring,"LM Zapata, BC Bock, LY Orozco, JA Palacio",Ecotoxicology and environmental safety,127,,108-116,2016,8584840234115186792,33
Development of a Novel Formulation with Hypericin To Treat Cutaneous Leishmaniasis Based on Photodynamic Therapy in In Vitro and In Vivo Studies,"A Montoya, A Daza, D Muñoz, K Ríos, V Taylor, D Cedeño, ID Vélez, ...",Antimicrobial agents and chemotherapy,59,(9),5804-5813,2015,1165421891745507096,33
Extremal values of vertex-degree-based topological indices over hexagonal systems with fixed number of vertices,"L Berrocal, A Olivieri, J Rada",Applied Mathematics and Computation,243,,176-183,2014,7579870586008160274,33
Effective elimination of fifteen relevant pharmaceuticals in hospital wastewater from Colombia by combination of a biological system with a sonochemical process,"EA Serna-Galvis, J Silva-Agredo, AM Botero-Coy, A Moncayo-Lasso, ...",Science of the total environment,670,,623-632,2019,10980900789503350982,32
Entangled photonic-nuclear molecular dynamics of LiF in quantum optical cavities,"JF Triana, D Peláez, JL Sanz-Vicario",The Journal of Physical Chemistry A,122,(8),2266-2278,2018,2878179034415829235,32
Experimental optical encryption of grayscale information,"AV Zea, JF Barrera, R Torroba",Applied optics,56,(21),5883-5889,2017,6164670574960595219,32
Brilliant iridescence of Morpho butterfly wing scales is due to both a thin film lower lamina and a multilayered upper lamina,"MA Giraldo, DG Stavenga",Journal of Comparative Physiology A,202,(5),381-388,2016,5931166012199361077,32
Mercury removal in wastewater by iron oxide nanoparticles,"E Vélez, GE Campillo, G Morales, C Hincapié, J Osorio, O Arnache, ...",Journal of Physics: Conference Series,687,(1),012050,2016,12456369598132578854,32
Chemical composition and antibacterial activity against Enterobacter cloacae of essential oils from Asteraceae species growing in the Páramos of Colombia,"L Carrillo-Hormaza, C Mora, R Alvarez, F Alzate, E Osorio",Industrial Crops and Products,77,,108-115,2015,9463004620967231475,32
Enzymatic functionalization of cork surface with antimicrobial hybrid biopolymer/silver nanoparticles,"A Francesko, L Blandón, M Vázquez, P Petkova, J Morató, A Pfeifer, ...",ACS applied materials & interfaces,7,(18),9792-9799,2015,914109373343354235,32
Actividad antioxidante de extractos de diferente polaridad de Ageratum conyzoides L.,"AM Mesa-Vanegas, S Zapata-Uribe, LM Arana, IC Zapata, Z Monsalve, ...",Boletín Latinoamericano y del Caribe de Plantas Medicinales y Aromáticas,14,…,,2015,17485906615822360265,32
Preliminary study of insects associated to indoor body decay in Colombia,"Y Ramos-Pastrana, A Velasquez-Valencia, M Wolff",Revista Brasileira de Entomologia,58,(4),326-332,2014,11258602997954008014,32
Synchronization in a semiclassical Kuramoto model,"IH de Mendoza, LA Pachón, J Gómez-Gardenes, D Zueco",Physical Review E,90,(5),052904,2014,11525868712812462241,32
Electrochemical advanced oxidation processes for Staphylococcus aureus disinfection in municipal WWTP effluents,"P Valero, M Verbel, J Silva-Agredo, R Mosteo, MP Ormad, ...",Journal of environmental management,198,,256-265,2017,12659877213645712253,31
Innovative speckle noise reduction procedure in optical encryption,"AV Zea, JF Barrera, R Torroba",Journal of Optics,19,(5),055704,2017,16175598909460055756,31
Linear and nonlinear magneto-optical properties of monolayer phosphorene,"CV Nguyen, N Ngoc Hieu, CA Duque, D Quoc Khoa, N Van Hieu, ...",Journal of Applied Physics,121,(4),045107,2017,17584785634756763919,31
Phenylphenalenones protect banana plants from infection by Mycosphaerella fijiensis and are deactivated by metabolic conversion,"W Hidalgo, JN Chandran, RC Menezes, F Otálvaro, B Schneider",Plant,,,,2016,16849254881232949022,31
Climatic niche attributes and diversification in Anolis lizards,"JA Velasco, E Martínez‐Meyer, O Flores‐Villela, A García, AC Algar, ...",Journal of Biogeography,43,(1),134-144,2016,13885271081423771064,31
Geometric morphometrics of nine field isolates of Aedes aegypti with different resistance levels to lambda-cyhalothrin and relative fitness of one artificially selected for …,"N Jaramillo-O, I Fonseca-Gonzalez, D Chaverra-Rodríguez",PLoS One,9,(5),e96379,2014,12117725242969442620,31
Hybrid waterborne polyurethane/acrylate dispersion synthesized with bisphenol A-glicidylmethacrylate (Bis-GMA) grafting agent,"GA Alvarez, M Fuensanta, VH Orozco, LF Giraldo, JM Martín-Martínez",Progress in Organic Coatings,118,,30-39,2018,5338243799375414855,30
The female perspective of personality in a wild songbird: repeatable aggressiveness relates to exploration behaviour,"B Thys, R Pinxten, T Raap, G De Meester, HF Rivera-Gutierrez, M Eens",Scientific reports,7,(1),1-10,2017,16857510316367305322,30
Families Calliphoridae and Mesembrinellidae.,"M Wolff, C Kosmann",Zootaxa,4122,(1),856-875,2016,4842600966236193878,30
Ultrafast optimal sideband cooling under non-Markovian evolution,"JF Triana, AF Estrada, LA Pachón",Physical review letters,116,(18),183602,2016,17214768708465887111,30
Three-dimensional joint transform correlator cryptosystem,"AV Zea, JFB Ramirez, R Torroba",Optics letters,41,(3),599-602,2016,8369241031651608894,30
Fisheries ecology in South American river basins,"M Barletta, VE Cussac, AA Agostinho, C Baigún, EK Okada, AC Catella, ...",Freshwater fisheries ecology,,,311-348,2016,11782672089848100509,30
ASG2 is a farnesylated DWD protein that acts as ABA negative regulator in Arabidopsis,"C Dutilleul, I Ribeiro, N Blanc, CD Nezames, XW Deng, P Zglobicki, ...",Plant,,,,2016,14155455952376512052,30
 Magnéli phases studied using density functional theory,"ACM Padilha, JM Osorio-Guillén, AR Rocha, GM Dalpian",Physical Review B,90,(3),035213,2014,7713390710513124978,30
Microsolvation of dimethylphosphate: a molecular model for the interaction of cell membranes with water,"C Ibargüen, M Manrique-Moreno, CZ Hadad, J David, A Restrepo",Physical Chemistry Chemical Physics,15,(9),3203-3211,2013,3084977543340583351,30
Deforestación y sedimentación en los manglares del Golfo de Urabá. Síntesis de los impactos sobre la fauna macrobéntica e íctica en el delta del río Turbo,"JF Blanco-Libreros, A Taborda-Marín, V Amortegui-Torres, ...",Gestión y Ambiente,16,(2),19-36,2013,7137507221260460757,30
Silver nanoparticles obtained by aqueous or ethanolic aloe Vera extracts: An assessment of the antibacterial activity and mercury removal capability,"E Vélez, G Campillo, G Morales, C Hincapié, J Osorio, O Arnache",Journal of Nanomaterials,2018,,,2018,1883594671116461662,29
Amphibians and reptiles from two localities in the northern Andes of Colombia,"A Restrepo, C Molina-Zuluaga, JP Hurtado, CM Marín, JM Daza",Check List,13,,203,2017,10986013430499985194,29
Effect of synthesis conditions on zeolite Beta properties and its performance in vacuum gas oil hydrocracking activity,"C Manrique, A Guzmán, J Pérez-Pariente, C Márquez-Álvarez, ...",Microporous and Mesoporous Materials,234,,347-360,2016,16158336488694054572,29
Experimental analysis of a joint free space cryptosystem,"JFB Ramírez, AJ Osorio, AV Zea, R Torroba",Optics and Lasers in Engineering,83,,126-130,2016,4489711589463835687,29
"Freshwater fish faunas, habitats and conservation challenges in the Caribbean river basins of north‐western South America","LF Jiménez‐Segura, G Galvis‐Vergara, P Cala‐Cala, CA García‐Alzate, ...",Journal of Fish Biology,89,(1),65-101,2016,17382066252550263931,29
How many water molecules does it take to dissociate HCl?,"A Vargas‐Caamal, JL Cabellos, F Ortiz‐Chi, HS Rzepa, A Restrepo, ...",Chemistry–A European Journal,22,(8),2812-2818,2016,3856048124485108320,29
Quantum limit for driven linear non-Markovian open-quantum-systems,"AF Estrada, LA Pachón",New Journal of Physics,17,(3),033038,2015,18137674346858359364,29
Simultaneous determination of free and bonded forms of odor-active carbonyls in wine using a headspace solid phase microextraction strategy,"M Bueno, J Zapata, V Ferreira",Journal of Chromatography A,1369,,33-42,2014,15188626022076891889,29
"Intersubband optical absorption coefficients and refractive index changes in a graded quantum well under intense laser field: Effects of hydrostatic pressure, temperature and …","F Ungan, RL Restrepo, ME Mora-Ramos, AL Morales, CA Duque",Physica B: Condensed Matter,434,,26-31,2014,37811497830968966,29
